auction,date,year,place,house,name,artwork,price,image,imageTitle,pageUrl,lot,eastimateNew,priceNumAlt,soldRef,soldAlt,currency2,category,style,provenance,exhibitionNew,price for convert,All currency USD
StoryLtd Absolute Auction,NOV 13-14 2013,2013,,Saffron Art,A. Rajeshwara Rao,Lachimi On Kalyana Lachimi-a. Rajeshwara Rao,1140,http://mediacloud.saffronart.com/auctions/2013/absnov/arrao_12mn_06422_big.jpg,Lachimi On Kalyana Lachimi-a. Rajeshwara Rao,http://www.saffronart.com/auctions/PostWork.aspx?l=9259,, 250000 - 350000,,68400,,INR,Painting,,,,1140,USD
StoryLtd Absolute Auction,NOV 13-14 2013,2013,,Saffron Art,Paresh Maity (b. 1965),Untitled-paresh  Maity,17460,http://mediacloud.saffronart.com/auctions/2013/absnov/pareshm_1311abs_12790_big.jpg,Untitled-paresh  Maity,http://www.saffronart.com/auctions/PostWork.aspx?l=9260,, 600000 - 800000,,1047600,,INR,Painting,,,,17460,USD
StoryLtd Absolute Auction,NOV 13-14 2013,2013,,Saffron Art,Anjum Singh,Do Not Cross The Line-anjum  Singh,1040,http://mediacloud.saffronart.com/auctions/2013/absnov/anjum_1311abs_12772_big.jpg,Do Not Cross The Line-anjum  Singh,http://www.saffronart.com/auctions/PostWork.aspx?l=9261,, 200000 - 300000,,62400,,INR,Painting,,,,1040,USD
StoryLtd Absolute Auction,NOV 13-14 2013,2013,,Saffron Art,Arunanshu Chowdhury,Untitled-arunanshu  Chowdhury,2700,http://mediacloud.saffronart.com/auctions/2013/absnov/arunanshu_1311abs_12628_big.jpg,Untitled-arunanshu  Chowdhury,http://www.saffronart.com/auctions/PostWork.aspx?l=9262,, 250000 - 350000,,162000,,INR,Painting,,,,2700,USD
StoryLtd Absolute Auction,NOV 13-14 2013,2013,,Saffron Art,Pooja Iranna,Untitled-pooja  Iranna,360,http://mediacloud.saffronart.com/auctions/2013/absnov/poojai_1311abs_12537_big.jpg,Untitled-pooja  Iranna,http://www.saffronart.com/auctions/PostWork.aspx?l=9263,, 30000 - 40000,,21600,,INR,Painting,,,,360,USD
StoryLtd Absolute Auction,NOV 13-14 2013,2013,,Saffron Art,Samit Das,Untitled-samit  Das,120,http://mediacloud.saffronart.com/auctions/2013/absnov/samit_1311abs_12805_big.jpg,Untitled-samit  Das,http://www.saffronart.com/auctions/PostWork.aspx?l=9264,, 10000 - 15000,,7200,,INR,Painting,,,,120,USD
StoryLtd Absolute Auction,NOV 13-14 2013,2013,,Saffron Art,Mithu Sen (b. 1971),Untitled-mithu  Sen,420,http://mediacloud.saffronart.com/auctions/2013/absnov/mithu_1311abs_12779_big.jpg,Untitled-mithu  Sen,http://www.saffronart.com/auctions/PostWork.aspx?l=9265,, 90000 - 120000,,25200,,INR,Painting,,,,420,USD
StoryLtd Absolute Auction,NOV 13-14 2013,2013,,Saffron Art,Chintan Upadhyay (b. 1972),Untitled-chintan  Upadhyay,360,http://mediacloud.saffronart.com/auctions/2013/absnov/chintanu_1311abs_12529_big.jpg,Untitled-chintan  Upadhyay,http://www.saffronart.com/auctions/PostWork.aspx?l=9266,, 35000 - 45000,,21600,,INR,Painting,,,,360,USD
StoryLtd Absolute Auction,NOV 13-14 2013,2013,,Saffron Art,Manish Pushkale,Stuti-manish  Pushkale,1800,http://mediacloud.saffronart.com/auctions/2013/absnov/pushkale_1311abs_12444_big.jpg,Stuti-manish  Pushkale,http://www.saffronart.com/auctions/PostWork.aspx?l=9267,, 100000 - 150000,,108000,,INR,Painting,,,,1800,USD
StoryLtd Absolute Auction,NOV 13-14 2013,2013,,Saffron Art,Rajesh P. S.,Dumb Dancer-rajesh  P.S.,2880,http://mediacloud.saffronart.com/auctions/2013/absnov/rajesh_13abs_11813_big.jpg,Dumb Dancer-rajesh  P.S.,http://www.saffronart.com/auctions/PostWork.aspx?l=9268,, 100000 - 150000,,172800,,INR,Sculpture,,,,2880,USD
StoryLtd Absolute Auction,NOV 13-14 2013,2013,,Saffron Art,C Bhagyanath,Trapped-c  Bhagyanath,900,http://mediacloud.saffronart.com/auctions/2013/absnov/soorya_1101com3636rr_big.jpg,Trapped-c  Bhagyanath,http://www.saffronart.com/auctions/PostWork.aspx?l=9269,, 90000 - 120000,,54000,,INR,Painting,,,,900,USD
StoryLtd Absolute Auction,NOV 13-14 2013,2013,,Saffron Art,Ratheesh T,Untitled-ratheesh  T,1260,http://mediacloud.saffronart.com/auctions/2013/absnov/ratheesh_1311abs_12918_big.jpg,Untitled-ratheesh  T,http://www.saffronart.com/auctions/PostWork.aspx?l=9270,, 90000 - 120000,,75600,,INR,Painting,,,,1260,USD
StoryLtd Absolute Auction,NOV 13-14 2013,2013,,Saffron Art,Krishen Khanna (b. 1925),Untitled-krishen  Khanna,7900,http://mediacloud.saffronart.com/auctions/2013/absnov/krishen_1311abs_12870_big.jpg,Untitled-krishen  Khanna,http://www.saffronart.com/auctions/PostWork.aspx?l=9271,, 300000 - 400000,,474000,,INR,Painting,,,,7900,USD
StoryLtd Absolute Auction,NOV 13-14 2013,2013,,Saffron Art,Krishen Khanna (b. 1925),Untitled-krishen  Khanna,1620,http://mediacloud.saffronart.com/auctions/2013/absnov/khanna_1311abs_12825_big.jpg,Untitled-krishen  Khanna,http://www.saffronart.com/auctions/PostWork.aspx?l=9272,, 200000 - 250000,,97200,,INR,Painting,,,,1620,USD
StoryLtd Absolute Auction,NOV 13-14 2013,2013,,Saffron Art,Shyamal Dutta Ray (1934-2005),Untitled-shyamal Dutta Ray,1580,http://mediacloud.saffronart.com/auctions/2013/absnov/shyamal_1311abs_12804_big.jpg,Untitled-shyamal Dutta Ray,http://www.saffronart.com/auctions/PostWork.aspx?l=9273,, 100000 - 150000,,94800,,INR,Painting,,,,1580,USD
StoryLtd Absolute Auction,NOV 13-14 2013,2013,,Saffron Art,Jogen Chowdhury (b. 1939),Untitled-jogen  Chowdhury,2880,http://mediacloud.saffronart.com/auctions/2013/absnov/jogen_12abs_07092_big.jpg,Untitled-jogen  Chowdhury,http://www.saffronart.com/auctions/PostWork.aspx?l=9274,, 200000 - 300000,,172800,,INR,Painting,,,,2880,USD
StoryLtd Absolute Auction,NOV 13-14 2013,2013,,Saffron Art,Sunil Das (b. 1939),Untitled-sunil  Das,5200,http://mediacloud.saffronart.com/auctions/2013/absnov/sunil_13win_12057_big.jpg,Untitled-sunil  Das,http://www.saffronart.com/auctions/PostWork.aspx?l=9275,, 300000 - 400000,,312000,,INR,Painting,,,,5200,USD
StoryLtd Absolute Auction,NOV 13-14 2013,2013,,Saffron Art,K. Laxma Goud (b. 1940),Untitled-k. Laxma  Goud,3060,http://mediacloud.saffronart.com/auctions/2013/absnov/laxma_1311abs_12831_big.jpg,Untitled-k. Laxma  Goud,http://www.saffronart.com/auctions/PostWork.aspx?l=9276,, 150000 - 200000,,183600,,INR,Relief Sculpture,,,,3060,USD
StoryLtd Absolute Auction,NOV 13-14 2013,2013,,Saffron Art,Manjit Bawa (1941-2008),Untitled-manjit  Bawa,4560,http://mediacloud.saffronart.com/auctions/2013/absnov/manjit_1311abs_12442_big.jpg,Untitled-manjit  Bawa,http://www.saffronart.com/auctions/PostWork.aspx?l=9277,, 400000 - 600000,,273600,,INR,Painting,,,,4560,USD
StoryLtd Absolute Auction,NOV 13-14 2013,2013,,Saffron Art,Thota Vaikuntam,Untitled-thota  Vaikuntam,4801,http://mediacloud.saffronart.com/auctions/2013/absnov/vaikuntam_abnov13_12441_big.jpg,Untitled-thota  Vaikuntam,http://www.saffronart.com/auctions/PostWork.aspx?l=9278,, 120000 - 180000,,288072,,INR,Painting,,,,4801,USD
StoryLtd Absolute Auction,NOV 13-14 2013,2013,,Saffron Art,Amit Ambalal,Untitled-amit  Ambalal,300,http://mediacloud.saffronart.com/auctions/2013/absnov/ambalal_1311abs_12771_big.jpg,Untitled-amit  Ambalal,http://www.saffronart.com/auctions/PostWork.aspx?l=9279,, 40000 - 60000,,18000,,INR,Painting,,,,300,USD
StoryLtd Absolute Auction,NOV 13-14 2013,2013,,Saffron Art,Prabhakar Kolte (b. 1946),Untitled-prabhakar M Kolte,540,http://mediacloud.saffronart.com/auctions/2013/absnov/kolte_1311abs_12781_big.jpg,Untitled-prabhakar M Kolte,http://www.saffronart.com/auctions/PostWork.aspx?l=9280,, 30000 - 40000,,32400,,INR,Painting,,,,540,USD
StoryLtd Absolute Auction,NOV 13-14 2013,2013,,Saffron Art,Ranbir Singh Kaleka (b. 1953),Auto Portrait-ranbir  Kaleka,180,http://mediacloud.saffronart.com/auctions/2013/absnov/kaleka_12ph_07473_big.jpg,Auto Portrait-ranbir  Kaleka,http://www.saffronart.com/auctions/PostWork.aspx?l=9281,, 35000 - 45000,,10800,,INR,Photography,,,,180,USD
StoryLtd Absolute Auction,NOV 13-14 2013,2013,,Saffron Art,Prabuddha Dasgupta,House Exterior Fountainhas 1-prabuddha  Dasgupta,1140,http://mediacloud.saffronart.com/auctions/2013/absnov/prabuddha_1305_10494_big.jpg,House Exterior Fountainhas 1-prabuddha  Dasgupta,http://www.saffronart.com/auctions/PostWork.aspx?l=9282,, 100000 - 150000,,68400,,INR,Photography,,,,1140,USD
StoryLtd Absolute Auction,NOV 13-14 2013,2013,,Saffron Art,Jayashree Chakravarty (b. 1956),Untitled-jayashree  Chakravarty,180,http://mediacloud.saffronart.com/auctions/2013/absnov/jayashree_13abs_11734_big.jpg,Untitled-jayashree  Chakravarty,http://www.saffronart.com/auctions/PostWork.aspx?l=9283,, 8000 - 10000,,10800,,INR,Painting,,,,180,USD
StoryLtd Absolute Auction,NOV 13-14 2013,2013,,Saffron Art,Atul Dodiya (b. 1959),Hunter-atul  Dodiya,360,http://mediacloud.saffronart.com/auctions/2013/absnov/atul_11as3627bb_big.jpg,Hunter-atul  Dodiya,http://www.saffronart.com/auctions/PostWork.aspx?l=9284,, 10000 - 15000,,21600,,INR,Print Making,,,,360,USD
StoryLtd Absolute Auction,NOV 13-14 2013,2013,,Saffron Art,Babu Xavier,No.717- Elephant Series-babu  Xavier,2340,http://mediacloud.saffronart.com/auctions/2013/absnov/babu_1311abs_12835_big.jpg,No.717- Elephant Series-babu  Xavier,http://www.saffronart.com/auctions/PostWork.aspx?l=9285,, 70000 - 90000,,140400,,INR,Painting,,,,2340,USD
StoryLtd Absolute Auction,NOV 13-14 2013,2013,,Saffron Art,Sudarshan Shetty (b. 1961),The Slot-sudarshan  Shetty,841,http://mediacloud.saffronart.com/auctions/2013/absnov/sudarshan_indsc_03801_big.jpg,The Slot-sudarshan  Shetty,http://www.saffronart.com/auctions/PostWork.aspx?l=9286,, 50000 - 60000,,50472,,INR,Painting,,,,841,USD
StoryLtd Absolute Auction,NOV 13-14 2013,2013,,Saffron Art,Deepak Tandon,Untitled-deepak  Tandon,360,http://mediacloud.saffronart.com/auctions/2013/absnov/deepak_1311abs_12774_big.jpg,Untitled-deepak  Tandon,http://www.saffronart.com/auctions/PostWork.aspx?l=9287,, 30000 - 40000,,21600,,INR,Painting,,,,360,USD
StoryLtd Absolute Auction,NOV 13-14 2013,2013,,Saffron Art,Ravikumar Kashi,Untitled-ravikumar  Kashi,1620,http://mediacloud.saffronart.com/auctions/2013/absnov/ravikumar_1311abs_12443_big.jpg,Untitled-ravikumar  Kashi,http://www.saffronart.com/auctions/PostWork.aspx?l=9288,, 40000 - 60000,,97200,,INR,Painting,,,,1620,USD
StoryLtd Absolute Auction,NOV 13-14 2013,2013,,Saffron Art,Arunanshu Chowdhury,Are We Ready To Alter ?-arunanshu  Chowdhury,360,http://mediacloud.saffronart.com/auctions/2013/absnov/arunanshu_12au_07916_big.jpg,Are We Ready To Alter ?-arunanshu  Chowdhury,http://www.saffronart.com/auctions/PostWork.aspx?l=9289,, 30000 - 40000,,21600,,INR,Painting,,,,360,USD
StoryLtd Absolute Auction,NOV 13-14 2013,2013,,Saffron Art,G R Iranna,Untitled (series - I Lost The Taste Of God)-g R Iranna,360,http://mediacloud.saffronart.com/auctions/2013/absnov/griranna_1311abs_12532_big.jpg,Untitled (series - I Lost The Taste Of God)-g R Iranna,http://www.saffronart.com/auctions/PostWork.aspx?l=9290,, 30000 - 40000,,21600,,INR,Painting,,,,360,USD
StoryLtd Absolute Auction,NOV 13-14 2013,2013,,Saffron Art,Imran Qureshi (b. 1972),Protection-imran  Qureshi,2340,http://mediacloud.saffronart.com/auctions/2013/absnov/imranq_1311abs_12796_big.jpg,Protection-imran  Qureshi,http://www.saffronart.com/auctions/PostWork.aspx?l=9291,, 100000 - 200000,,140400,,INR,Painting,,,,2340,USD
StoryLtd Absolute Auction,NOV 13-14 2013,2013,,Saffron Art,Rajesh Pullarwar,Untitled-rajesh  Pullarwar,600,http://mediacloud.saffronart.com/auctions/2013/absnov/pullarwar_1311abs_12749_big.jpg,Untitled-rajesh  Pullarwar,http://www.saffronart.com/auctions/PostWork.aspx?l=9292,, 100000 - 150000,,36001,,INR,Painting,,,,600,USD
StoryLtd Absolute Auction,NOV 13-14 2013,2013,,Saffron Art,Viraj Naik,Untitled-viraj  Naik,420,http://mediacloud.saffronart.com/auctions/2013/absnov/virajn_1308abs_11725_big.jpg,Untitled-viraj  Naik,http://www.saffronart.com/auctions/PostWork.aspx?l=9293,, 40000 - 60000,,25200,,INR,Painting,,,,420,USD
StoryLtd Absolute Auction,NOV 13-14 2013,2013,,Saffron Art,Dhananjay Singh,Untitled-dhananjay  Singh,3960,http://mediacloud.saffronart.com/auctions/2013/absnov/dhananjay_13wi_12291_big.jpg,Untitled-dhananjay  Singh,http://www.saffronart.com/auctions/PostWork.aspx?l=9294,, 200000 - 300000,,237600,,INR,Sculpture,,,,3960,USD
StoryLtd Absolute Auction,NOV 13-14 2013,2013,,Saffron Art,Prajakta Potnis,Untitled-prajakta  Potnis,240,http://mediacloud.saffronart.com/auctions/2013/absnov/ppotnis_1311abs_12797_big.jpg,Untitled-prajakta  Potnis,http://www.saffronart.com/auctions/PostWork.aspx?l=9295,, 30000 - 40000,,14400,,INR,Painting,,,,240,USD
StoryLtd Absolute Auction,NOV 13-14 2013,2013,,Saffron Art,Ashutosh Bhardwaj,Good Evening (central Panel)-ashutosh  Bhardwaj,1260,http://mediacloud.saffronart.com/auctions/2013/absnov/ashutosh_1311abs_12693_big.jpg,Good Evening (central Panel)-ashutosh  Bhardwaj,http://www.saffronart.com/auctions/PostWork.aspx?l=9296,, 150000 - 200000,,75600,,INR,Painting,,,,1260,USD
StoryLtd Absolute Auction,NOV 13-14 2013,2013,,Saffron Art,Syed Haider Raza (b. 1922),Untitled-s H Raza,2940,http://mediacloud.saffronart.com/auctions/2013/absnov/raza_1311abs_12806_big.jpg,Untitled-s H Raza,http://www.saffronart.com/auctions/PostWork.aspx?l=9297,, 300000 - 400000,,176400,,INR,Painting,,,,2940,USD
StoryLtd Absolute Auction,NOV 13-14 2013,2013,,Saffron Art,Krishen Khanna (b. 1925),Untitled-krishen  Khanna,1020,http://mediacloud.saffronart.com/auctions/2013/absnov/khanna_1311abs_12824_big.jpg,Untitled-krishen  Khanna,http://www.saffronart.com/auctions/PostWork.aspx?l=9298,, 200000 - 250000,,61200,,INR,Painting,,,,1020,USD
StoryLtd Absolute Auction,NOV 13-14 2013,2013,,Saffron Art,B. Vithal (1935-1992),Untitled-b.  Vithal,4200,http://mediacloud.saffronart.com/auctions/2013/absnov/vithal_1311abs_12484_big.jpg,Untitled-b.  Vithal,http://www.saffronart.com/auctions/PostWork.aspx?l=9299,, 300000 - 400000,,252000,,INR,Painting,,,,4200,USD
StoryLtd Absolute Auction,NOV 13-14 2013,2013,,Saffron Art,Sakti Burman (b. 1935),Untitled-sakti  Burman,2520,http://mediacloud.saffronart.com/auctions/2013/absnov/saktib_1311abs_12698_big.jpg,Untitled-sakti  Burman,http://www.saffronart.com/auctions/PostWork.aspx?l=9300,, 150000 - 200000,,151200,,INR,Painting,,,,2520,USD
StoryLtd Absolute Auction,NOV 13-14 2013,2013,,Saffron Art,Ganesh Haloi (b. 1936),Untitled-ganesh  Haloi,3020,http://mediacloud.saffronart.com/auctions/2013/absnov/haloi_1311abs_12777_big.jpg,Untitled-ganesh  Haloi,http://www.saffronart.com/auctions/PostWork.aspx?l=9301,, 120000 - 180000,,181200,,INR,Painting,,,,3020,USD
StoryLtd Absolute Auction,NOV 13-14 2013,2013,,Saffron Art,Jogen Chowdhury (b. 1939),Untitled-jogen  Chowdhury,1620,http://mediacloud.saffronart.com/auctions/2013/absnov/jogen_12au_07910_big.jpg,Untitled-jogen  Chowdhury,http://www.saffronart.com/auctions/PostWork.aspx?l=9302,, 200000 - 300000,,97200,,INR,Painting,,,,1620,USD
StoryLtd Absolute Auction,NOV 13-14 2013,2013,,Saffron Art,K. Laxma Goud (b. 1940),Untitled-k. Laxma  Goud,1260,http://mediacloud.saffronart.com/auctions/2013/absnov/laxmag_1311abs_12624_big.jpg,Untitled-k. Laxma  Goud,http://www.saffronart.com/auctions/PostWork.aspx?l=9303,, 60000 - 80000,,75600,,INR,Painting,,,,1260,USD
StoryLtd Absolute Auction,NOV 13-14 2013,2013,,Saffron Art,Raghu Rai,As The Sun Rises Rajasthan-raghu  Rai,2440,http://mediacloud.saffronart.com/auctions/2013/absnov/raghu_1311abs_12784_big.jpg,As The Sun Rises Rajasthan-raghu  Rai,http://www.saffronart.com/auctions/PostWork.aspx?l=9304,, 90000 - 120000,,146400,,INR,Photography,,,,2440,USD
StoryLtd Absolute Auction,NOV 13-14 2013,2013,,Saffron Art,Thota Vaikuntam,Untitled-thota  Vaikuntam,2340,http://mediacloud.saffronart.com/auctions/2013/absnov/vaikuntam_1311abs_12475_big.jpg,Untitled-thota  Vaikuntam,http://www.saffronart.com/auctions/PostWork.aspx?l=9305,, 60000 - 90000,,140400,,INR,Drawing,,,,2340,USD
StoryLtd Absolute Auction,NOV 13-14 2013,2013,,Saffron Art,Yusuf Arakkal,Untitled-yusuf  Arakkal,4860,http://mediacloud.saffronart.com/auctions/2013/absnov/yusufa_1311abs_12699_big.jpg,Untitled-yusuf  Arakkal,http://www.saffronart.com/auctions/PostWork.aspx?l=9306,, 200000 - 300000,,291600,,INR,Painting,,,,4860,USD
StoryLtd Absolute Auction,NOV 13-14 2013,2013,,Saffron Art,Ram Rahman,Sleeping Man-ram  Rahman,360,http://mediacloud.saffronart.com/auctions/2013/absnov/rahman_1311abs_12795_big.jpg,Sleeping Man-ram  Rahman,http://www.saffronart.com/auctions/PostWork.aspx?l=9307,, 35000 - 45000,,21600,,INR,Photography,,,,360,USD
StoryLtd Absolute Auction,NOV 13-14 2013,2013,,Saffron Art,Chittrovanu Mazumdar (b. 1956),Untitled-chittrovanu  Mazumdar,1020,http://mediacloud.saffronart.com/auctions/2013/absnov/mazumdar_12abs_07096_big.jpg,Untitled-chittrovanu  Mazumdar,http://www.saffronart.com/auctions/PostWork.aspx?l=9308,, 150000 - 200000,,61200,,INR,Painting,,,,1020,USD
StoryLtd Absolute Auction,NOV 13-14 2013,2013,,Saffron Art,Anita Dube (b. 1958),Auto Portrait-anita  Dube,240,http://mediacloud.saffronart.com/auctions/2013/absnov/anita_12ph_07477_big.jpg,Auto Portrait-anita  Dube,http://www.saffronart.com/auctions/PostWork.aspx?l=9309,, 35000 - 45000,,14400,,INR,Photography,,,,240,USD
StoryLtd Absolute Auction,NOV 13-14 2013,2013,,Saffron Art,Kishor Shinde,Untitled-kishor  Shinde,1620,http://mediacloud.saffronart.com/auctions/2013/absnov/kishor_1311abs_12854_big.jpg,Untitled-kishor  Shinde,http://www.saffronart.com/auctions/PostWork.aspx?l=9310,, 90000 - 120000,,97200,,INR,Painting,,,,1620,USD
StoryLtd Absolute Auction,NOV 13-14 2013,2013,,Saffron Art,Nicola Durvasula,Untitled-nicola  Durvasula,430,http://mediacloud.saffronart.com/auctions/2013/absnov/nicola_12au_07912_big.jpg,Untitled-nicola  Durvasula,http://www.saffronart.com/auctions/PostWork.aspx?l=9311,, 60000 - 80000,,25800,,INR,Painting,,,,430,USD
StoryLtd Absolute Auction,NOV 13-14 2013,2013,,Saffron Art,A. Rajeshwara Rao,Untitled-a. Rajeshwara Rao,1620,http://mediacloud.saffronart.com/auctions/2013/absnov/arajeshwara_1311abs_12622_big.jpg,Untitled-a. Rajeshwara Rao,http://www.saffronart.com/auctions/PostWork.aspx?l=9312,, 45000 - 65000,,97200,,INR,Painting,,,,1620,USD
StoryLtd Absolute Auction,NOV 13-14 2013,2013,,Saffron Art,Bose Krishnamachari (b. 1962),Untitled-bose  Krishnamachari,640,http://mediacloud.saffronart.com/auctions/2013/absnov/bose_103cc2222bb_big.jpg,Untitled-bose  Krishnamachari,http://www.saffronart.com/auctions/PostWork.aspx?l=9313,, 20000 - 30000,,38400,,INR,Painting,,,,640,USD
StoryLtd Absolute Auction,NOV 13-14 2013,2013,,Saffron Art,Paresh Maity (b. 1965),Untitled-paresh  Maity,7300,http://mediacloud.saffronart.com/auctions/2013/absnov/pareshm_1311abs_12700_big.jpg,Untitled-paresh  Maity,http://www.saffronart.com/auctions/PostWork.aspx?l=9314,, 300000 - 400000,,438000,,INR,Painting,,,,7300,USD
StoryLtd Absolute Auction,NOV 13-14 2013,2013,,Saffron Art,Rajan Krishnan,Constellation-rajan  Krishnan,500,http://mediacloud.saffronart.com/auctions/2013/absnov/soorya_1101com1236bb_big.jpg,Constellation-rajan  Krishnan,http://www.saffronart.com/auctions/PostWork.aspx?l=9315,, 65000 - 85000,,30000,,INR,Painting,,,,500,USD
StoryLtd Absolute Auction,NOV 13-14 2013,2013,,Saffron Art,N. S. Harsha (b. 1969),My Hunch Is Getting Worst-n S Harsha,500,http://mediacloud.saffronart.com/auctions/2013/absnov/harsha_1311abs_12780_big.jpg,My Hunch Is Getting Worst-n S Harsha,http://www.saffronart.com/auctions/PostWork.aspx?l=9316,, 50000 - 60000,,30000,,INR,Painting,,,,500,USD
StoryLtd Absolute Auction,NOV 13-14 2013,2013,,Saffron Art,G R Iranna,Untitled-g R Iranna,12700,http://mediacloud.saffronart.com/auctions/2013/absnov/iranna_8asp42d1gr_big.jpg,Untitled-g R Iranna,http://www.saffronart.com/auctions/PostWork.aspx?l=9317,, 1200000 - 1500000,,762002,,INR,Painting,,,,12700,USD
StoryLtd Absolute Auction,NOV 13-14 2013,2013,,Saffron Art,Mithu Sen (b. 1971),Untitled-mithu  Sen,780,http://mediacloud.saffronart.com/auctions/2013/absnov/mithus_1308abs_11720_big.jpg,Untitled-mithu  Sen,http://www.saffronart.com/auctions/PostWork.aspx?l=9318,, 45000 - 55000,,46800,,INR,Painting,,,,780,USD
StoryLtd Absolute Auction,NOV 13-14 2013,2013,,Saffron Art,Viraj Naik,Untitled-viraj  Naik,540,http://mediacloud.saffronart.com/auctions/2013/absnov/virajn_1311abs_12620_big.jpg,Untitled-viraj  Naik,http://www.saffronart.com/auctions/PostWork.aspx?l=9319,, 80000 - 120000,,32400,,INR,Painting,,,,540,USD
StoryLtd Absolute Auction,NOV 13-14 2013,2013,,Saffron Art,Prajjwal Chowdhury,Untitled-prajjwal  Chowdhury,540,http://mediacloud.saffronart.com/auctions/2013/absnov/story_1307_11594_big.jpg,Untitled-prajjwal  Chowdhury,http://www.saffronart.com/auctions/PostWork.aspx?l=9320,, 30000 - 40000,,32400,,INR,Installation,,,,540,USD
StoryLtd Absolute Auction,NOV 13-14 2013,2013,,Saffron Art,Pradeep Mishra,Untitled-pradeep  Mishra,420,http://mediacloud.saffronart.com/auctions/2013/absnov/pradeep_1305_09786_big.jpg,Untitled-pradeep  Mishra,http://www.saffronart.com/auctions/PostWork.aspx?l=9321,, 40000 - 50000,,25200,,INR,Painting,,,,420,USD
StoryLtd Absolute Auction,NOV 13-14 2013,2013,,Saffron Art,Nikhileswar Baruah,Good Evening-nikhileswar  Baruah,1020,http://mediacloud.saffronart.com/auctions/2013/absnov/ashutosh_1311abs_12692_big.jpg,Good Evening-nikhileswar  Baruah,http://www.saffronart.com/auctions/PostWork.aspx?l=9322,, 150000 - 200000,,61200,,INR,Painting,,,,1020,USD
StoryLtd Absolute Auction,NOV 13-14 2013,2013,,Saffron Art,Rajendra Dhawan (b. 1936),Untitled-rajendra  Dhawan,460,http://mediacloud.saffronart.com/auctions/2013/absnov/dhawan_1311abs_12785_big.jpg,Untitled-rajendra  Dhawan,http://www.saffronart.com/auctions/PostWork.aspx?l=9327,, 25000 - 35000,,27600,,INR,Painting,,,,460,USD
StoryLtd Absolute Auction,NOV 13-14 2013,2013,,Saffron Art,Jogen Chowdhury (b. 1939),Untitled-jogen  Chowdhury,1000,http://mediacloud.saffronart.com/auctions/2013/absnov/jogen_1311abs_12534_big.jpg,Untitled-jogen  Chowdhury,http://www.saffronart.com/auctions/PostWork.aspx?l=9328,, 90000 - 120000,,60000,,INR,Painting,,,,1000,USD
StoryLtd Absolute Auction,NOV 13-14 2013,2013,,Saffron Art,Laxman Shreshtha (b. 1939),Untitled-laxman  Shreshtha,3480,http://mediacloud.saffronart.com/auctions/2013/absnov/lshreshtha_1311abs_12619_big.jpg,Untitled-laxman  Shreshtha,http://www.saffronart.com/auctions/PostWork.aspx?l=9329,, 300000 - 350000,,208800,,INR,Painting,,,,3480,USD
StoryLtd Absolute Auction,NOV 13-14 2013,2013,,Saffron Art,Thota Vaikuntam,Untitled-thota  Vaikuntam,3420,http://mediacloud.saffronart.com/auctions/2013/absnov/vaikuntam_1311abs_12476_big.jpg,Untitled-thota  Vaikuntam,http://www.saffronart.com/auctions/PostWork.aspx?l=9330,, 60000 - 90000,,205200,,INR,Drawing,,,,3420,USD
StoryLtd Absolute Auction,NOV 13-14 2013,2013,,Saffron Art,Amit Ambalal,Untitled-amit  Ambalal,1240,http://mediacloud.saffronart.com/auctions/2013/absnov/ambalal_1311abs_12770_big.jpg,Untitled-amit  Ambalal,http://www.saffronart.com/auctions/PostWork.aspx?l=9331,, 90000 - 120000,,74400,,INR,Painting,,,,1240,USD
StoryLtd Absolute Auction,NOV 13-14 2013,2013,,Saffron Art,Dilip Ranade,Untitled-dilip  Ranade,1860,http://mediacloud.saffronart.com/auctions/2013/absnov/ranade_13abs_11786_big.jpg,Untitled-dilip  Ranade,http://www.saffronart.com/auctions/PostWork.aspx?l=9332,, 35000 - 45000,,111600,,INR,Painting,,,,1860,USD
StoryLtd Absolute Auction,NOV 13-14 2013,2013,,Saffron Art,Ram Rahman,Bhavai Actor Delhi (2)-ram  Rahman,1620,http://mediacloud.saffronart.com/auctions/2013/absnov/rahman_1311abs_12786_big.jpg,Bhavai Actor Delhi (2)-ram  Rahman,http://www.saffronart.com/auctions/PostWork.aspx?l=9333,, 80000 - 100000,,97200,,INR,Photography,,,,1620,USD
StoryLtd Absolute Auction,NOV 13-14 2013,2013,,Saffron Art,Prabuddha Dasgupta,Sacha & Her Parents Pameia & Rene Mendes In Their Living Room Panjim-prabuddha  Dasgupta,1800,http://mediacloud.saffronart.com/auctions/2013/absnov/prabuddha_1311abs_12782_big.jpg,Sacha & Her Parents Pameia & Rene Mendes In Their Living Room Panjim-prabuddha  Dasgupta,http://www.saffronart.com/auctions/PostWork.aspx?l=9334,, 100000 - 150000,,108000,,INR,Photography,,,,1800,USD
StoryLtd Absolute Auction,NOV 13-14 2013,2013,,Saffron Art,Sujata Bajaj,Untitled-sujata  Bajaj,3900,http://mediacloud.saffronart.com/auctions/2013/absnov/sujata_13abs_10429_big.jpg,Untitled-sujata  Bajaj,http://www.saffronart.com/auctions/PostWork.aspx?l=9335,, 200000 - 300000,,234000,,INR,Painting,,,,3900,USD
